word,answer
trophy (adjective),"ˈtrəʊ.fi
used to describe something such as a partner or a possession that is a symbol of someone's success or social position."
trouble (verb),"ˈtrʌb.əl
to cause someone to be worried or nervous."
truck (verb),"trʌk
to transport something somewhere in a truck."
true (adverb),"truː
straight and without moving to either side."
true (noun),"truː
to not be in the correct position or to be slightly bent out of the correct shape."
trustee (noun),"ˌtrʌsˈtiː
a person, often one of a group, who controls property and/or money for another person or an organization."
tsunami (noun),"tsuːˈnɑː.mi
an extremely large wave caused by a violent movement of the earth under the sea."
tune (verb),"tʃuːn
to change a part of a musical instrument so that the instrument produces the correct sounds when played."
tunnel (verb),"ˈtʌn.əl
to dig a tunnel."
turnout (noun),"ˈtɜːn.aʊt
the number of people who are present at an event, especially the number who go to vote at an election."
twin (adjective),"twɪn
used to describe two similar things that are a pair."
twin (verb),"twɪn
to put something together with something else, especially because they work well as a pair."
twist (noun),"twɪst
an act of twisting something."
ultimate (noun),"ˈʌl.tɪ.mət
the best or most extreme example of something."
unconscious (noun),"ʌnˈkɒn.ʃəs
the part of your mind that contains feelings and thoughts that you do not know about, and that influences the way you behave."
under (adverb),"ˈʌn.dər
below the surface of something."
undergraduate (noun),"ˌʌn.dəˈɡrædʒ.u.ət
a student who is studying for their first degree at a college or university."
underground (noun),"ˈʌn.də.ɡraʊnd
a railway system in which electric trains travel through tunnels below ground."
unfortunate (noun),"ʌnˈfɔː.tʃən.ət
an unlucky person who is in a bad situation."
uniform (adjective),"ˈjuː.nɪ.fɔːm
the same; not changing or different in any way."
unify (verb),"ˈjuː.nɪ.faɪ
to bring together; combine."
unlike (adjective),"ʌnˈlaɪk
different from something else."
unlike (verb),"ʌnˈlaɪk
(on a social media website) to show that you no longer think that something is good or no longer want to see something, by clicking a button."
unveil (verb),"ʌnˈveɪl
to remove a covering like a curtain from a new structure at a formal ceremony in order to show the opening or finishing of a new building or work of art."
up (adjective),"ʌp
moving up."
up (verb),"ʌp
to increase something such as a price."
upper (noun),"ˈʌp.ər
the top part of a shoe that covers a person's foot and to which the heel and the sole are attached."
upset (noun),"ˈʌp.set
confusion and problems."
upstairs (noun),"ʌpˈsteəz
the highest floor or floors of a building."
us (determiner),"ʌs
our."
usual (noun),"ˈjuː.ʒu.əl
Someone's usual is the drink, especially an alcoholic one, that they most often have, for example when in a bar."
utility (adjective),"juːˈtɪl.ə.ti
of a sports player, able to play effectively in different positions."
utility (noun),"juːˈtɪl.ə.ti
a service that is used by the public, such as an electricity or gas supply."
utilize (verb),"ˈjuː.təl.aɪz
to use something in an effective way."
vacation (verb),"veɪˈkeɪ.ʃən
to travel to a place in order to relax, when you are not at work or school."
vacuum (noun),"ˈvæk.juːm
a space from which most or all of the matter has been removed, or where there is little or no matter ."
vacuum (verb),"ˈvæk.juːm
to use a vacuum cleaner to collect dust, dirt, etc.."
vegetable (adjective),"ˈvedʒ.tə.bəl
made or obtained from a plant, or growing in the form of a plant."
verse (noun),"vɜːs
writing that is arranged in short lines with a regular rhythm; poetry."
vertical (noun),"ˈvɜː.tɪ.kəl
a vertical line, surface, or position."
vessel (noun),"ˈves.əl
a large boat or a ship."
veteran (adjective),"ˈvet.ər.ən
having been involved in a particular activity for a long time."
vibrant (adjective),"ˈvaɪ.brənt
energetic, exciting, and full of enthusiasm."
vice (prefix),"vaɪs
used as part of the title of particular positions. The person who holds one of these positions is next below in authority to the person who holds the full position and can act for them."
video (verb),"ˈvɪd.i.əʊ
to record a programme from the television, or to use a video camera to film an event."
video (adjective),"ˈvɪd.i.əʊ
using video."
viewpoint (noun),"ˈvjuː.pɔɪnt
a place from where a person can look at something, especially at an area of natural beauty."
violate (verb),"ˈvaɪ.ə.leɪt
to break or act against something, especially a law, agreement, principle, or something that should be treated with respect."
violation (noun),"ˌvaɪ.əˈleɪ.ʃən
an action that breaks or acts against something, especially a law, agreement, principle, or something that should be treated with respect."
visual (noun),"ˈvɪʒ.u.əl
something such as a picture, photograph, or piece of film used to give a particular effect or to explain something."
vocal (noun),"ˈvəʊ.kəl
the singing in a piece of popular music."
vocal (adjective),"ˈvəʊ.kəl
relating to or produced by the voice, either in singing or speaking."
volume (noun),"ˈvɒl.juːm
the amount of space that is contained within an object or solid shape."
voting (noun),"ˈvəʊ.tɪŋ
the activity of choosing someone or something in an election."
vulnerability (noun),"ˌvʌl.nər.əˈbɪl.ə.ti
the quality of being vulnerable (= able to be easily hurt, influenced, or attacked), or something that is vulnerable."
vulnerable (noun),"ˈvʌl.nər.ə.bəl
people who can be easily physically or mentally hurt, influenced, or attacked."
wage (verb),"weɪdʒ
to fight a war or organize a series of activities in order to achieve something."
wake (noun),"weɪk
the waves that a moving ship or object leaves behind."
wander (noun),"ˈwɒn.dər
a walk done in a slow relaxed way or without any clear purpose or direction."
want (noun),"wɒnt
a lack of something."
warehouse (verb),"ˈweə.haʊz
to store something in a warehouse."
warfare (noun),"ˈwɔː.feər
the activity of fighting a war, often including the weapons and methods that are used."
warming (adjective),"ˈwɔː.mɪŋ
A warming type of food or drink makes you feel warm."
warrant (verb),"ˈwɒr.ənt
to make a particular activity necessary."
warrant (noun),"ˈwɒr.ənt
an official document, signed by a judge or other person in authority, that gives the police permission to search someone's home, arrest a person, or take some other action."
washing (noun),"ˈwɒʃ.ɪŋ
the act of washing clothes."
way (adverb),"weɪ
used to emphasize degree or separation, especially in space or time."
wealthy (noun),"ˈwel.θi
rich people."
wear (noun),"weər
clothes suitable for a particular use or clothes of a particular type."
weather (verb),"ˈweð.ər
to deal successfully with a difficult situation or a problem."
weave (verb),"wiːv
to make cloth by repeatedly crossing a single thread through two sets of long threads on a loom (= special frame)."
weave (noun),"wiːv
the way in which cloth has been woven, for example with the threads pulled firmly together, or the pattern produced by this process."
weed (verb),"wiːd
to remove wild plants from a place where they are not wanted."
weekly (noun),"ˈwiː.kli
a newspaper or magazine that is published once every week."
weight (verb),"weɪt
to fasten something heavy to something."
well (noun),"wel
a deep hole in the ground from which you can get water, oil, or gas."
well (verb),"wel
(of liquid) to appear on the surface of something or come slowly out from somewhere."
western (noun),"ˈwes.tən
a film based on stories about life in the west of the US in the past."
wet (noun),"wet
liquid, especially water."
wet (verb),"wet
to make something wet."
what (pronoun),"wɒt
used to ask someone to say something again."
whatever (adverb),"wɒtˈev.ər
→ 
whatsoever ."
whatever (pronoun),"wɒtˈev.ər
used instead of the word ""what"" to add emphasis to a phrase, usually expressing surprise."
wheel (verb),"wiːl
to push an object that has wheels so that it moves in a particular direction."
when (pronoun),"wen
what/which time."
whenever (adverb),"wenˈev.ər
used instead of ""when"" to add emphasis to a phrase, usually expressing surprise."
wherever (adverb),"weəˈrev.ər
used instead of ""where"" to add emphasis to a phrase, usually expressing surprise."
whip (noun),"wɪp
a piece of leather or rope that is fastened to a stick, used for hitting animals or people."
whip (verb),"wɪp
to bring or take something quickly."
whisper (noun),"ˈwɪs.pər
a way of speaking very quietly, using the breath but not the voice, so that only the person close to you can hear you."
whole (noun),"həʊl
a complete thing."
why (noun),"waɪ
the reasons for something."
why (exclamation),"waɪ
used to express surprise or anger."
widow (verb),"ˈwɪd.əʊ
If someone has been widowed, their husband or wife has died."
wild (noun),"waɪld
in natural conditions, independent of humans."
will (verb),"wɪl
If you will something to happen, you try to make it happen by the power of your thoughts."
