word,answer
see (verb),"siː
to be conscious of what is around you by using your eyes."
seed (noun),"siːd
a small, round or oval object produced by a plant and from which, when it is planted, a new plant can grow."
seed (verb),"siːd
to produce seeds."
seek (verb),"siːk
to try to find or get something, especially something that is not a physical object."
seeker (noun),"ˈsiː.kər
a person who is looking for the thing mentioned."
seem (verb),"siːm
to give the effect of being; to be judged to be."
seemingly (adverb),"ˈsiː.mɪŋ.li
appearing to be something, especially when this is not true."
segment (verb),"seɡˈment
to divide something into different parts."
segment (noun),"ˈseɡ.mənt
one of the smaller groups or amounts that a larger group or amount can be divided into."
seize (verb),"siːz
to take something quickly and keep or hold it."
seldom (adverb),"ˈsel.dəm
almost never."
select (verb),"sɪˈlekt
to choose a small number of things, or to choose by making careful decisions."
select (adjective),"sɪˈlekt
of only the best type or highest quality, and usually small in size or amount."
selection (noun),"sɪˈlek.ʃən
the act of choosing someone or something."
selective (adjective),"sɪˈlek.tɪv
intentionally choosing some things and not others."
self (noun),"self
the set of someone's characteristics, such as personality and ability, that are not physical and make that person different from other people."
sell (verb),"sel
to give something to someone else in return for money."
seminar (noun),"ˈsem.ɪ.nɑːr
an occasion when a teacher or expert and a group of people meet to study and discuss something."
senator (noun),"ˈsen.ə.tər
a politician who has been elected to a Senate."
send (verb),"send
to cause something to go from one place to another, especially by post or email."
senior (adjective),"ˈsiː.ni.ər
high or higher in rank."
senior (noun),"ˈsiː.ni.ər
someone who is high or higher in rank."
sensation (noun),"senˈseɪ.ʃən
the ability to feel something physically, especially by touching, or a physical feeling that results from this ability."
sense (noun),"sens
an ability to understand, recognize, value, or react to something, especially any of the five physical abilities to see, hear, smell, taste, and feel."
sense (verb),"sens
to feel or experience something without being able to explain exactly how."
sensible (adjective),"ˈsen.sə.bəl
based on or acting on good judgment and practical ideas or understanding."
sensitive (adjective),"ˈsen.sɪ.tɪv
easily upset by the things people say or do, or causing people to be upset, embarrassed, or angry."
sensitivity (noun),"ˌsen.sɪˈtɪv.ə.ti
an ability to understand what other people need, and be helpful and kind to them."
sentence (verb),"ˈsen.təns
to decide and say officially what a punishment will be."
sentence (noun),"ˈsen.təns
a group of words, usually containing a verb, that expresses a thought in the form of a statement, question, instruction, or exclamation and starts with a capital letter when written."
sentiment (noun),"ˈsen.tɪ.mənt
a thought, opinion, or idea based on a feeling about a situation, or a way of thinking about something."
separate (verb),"ˈsep.ər.eɪt
to (cause to) divide into parts."
separate (adjective),"ˈsep.ər.ət
existing or happening independently or in a different physical space."
separation (noun),"ˌsep.ərˈeɪ.ʃən
a situation in which two or more people or things are separated."
september (noun),"sepˈtem.bər
the ninth month of the year, after August and before October."
sequence (verb),"ˈsiː.kwəns
to combine things in a particular order, or discover the order in which they are combined."
sequence (noun),"ˈsiː.kwəns
a series of related things or events, or the order in which they follow each other."
serial (adjective),"ˈsɪə.ri.əl
used to describe a person who repeatedly commits a similar crime or carries out a similar bad act, or the crime or act itself."
serial (noun),"ˈsɪə.ri.əl
a story on television or radio or in a newspaper, etc. that is broadcast or printed in separate parts."
series (noun),"ˈsɪə.riːz
a number of similar or related events or things, one following another."
serious (adjective),"ˈsɪə.ri.əs
severe in effect; bad."
seriously (adverb),"ˈsɪə.ri.əs.li
badly or severely."
servant (noun),"ˈsɜː.vənt
a person who is employed in another person's house, doing jobs such as cooking and cleaning, especially in the past."
serve (noun),"sɜːv
in sports such as tennis, the act of hitting the ball to the other player to start play."
serve (verb),"sɜːv
to provide food or drinks."
service (noun),"ˈsɜː.vɪs
a government system or private organization that is responsible for a particular type of activity, or for providing a particular thing that people need."
service (verb),"ˈsɜː.vɪs
to examine a machine and repair any damaged parts."
session (noun),"ˈseʃ.ən
a formal meeting or series of meetings of an organization such as a parliament or a court of law."
set (verb),"set
to put something in a particular place or position."
set (noun),"set
a group of similar things that belong together in some way."
set (adjective),"set
ready and prepared."
setting (noun),"ˈset.ɪŋ
the position of a house or other building."
settle (verb),"ˈset.əl
to reach a decision or an agreement about something, or to end a disagreement."
settlement (noun),"ˈset.əl.mənt
an official agreement that finishes an argument."
settler (noun),"ˈset.lər
a person who arrives, especially from another country, in a new place in order to live there and use the land."
seven (number),"ˈsev.ən
the number 7."
seventeen (number),"ˌsev.ənˈtiːn
the number 17."
seventy (number),"ˈsev.ən.ti
the number 70."
several (adjective),"ˈsev.ər.əl
separate or different."
several (determiner),"ˈsev.ər.əl
some; an amount that is not exact but is fewer than many."
severe (adjective),"sɪˈvɪər
causing very great pain, difficulty, worry, damage, etc.; very serious."
severely (adverb),"sɪˈvɪə.li
very seriously."
sex (noun),"seks
the physical state of being either male, female, or intersex."
sex (verb),"seks
to discover if an animal is male or female."
sexual (adjective),"ˈsek.ʃu.əl
relating to the activity of sex."
sexuality (noun),"ˌsek.ʃuˈæl.ə.ti
someone's ability to experience or show sexual feelings."
sexy (adjective),"ˈsek.si
sexually attractive."
shade (verb),"ʃeɪd
to prevent direct light from shining on something."
shade (noun),"ʃeɪd
slight darkness caused by something blocking the direct light from the sun."
shadow (verb),"ˈʃæd.əʊ
to follow closely."
shadow (adjective),"ˈʃæd.əʊ
used in the title of important politicians in the main opposition party (= the party not in government)."
shadow (noun),"ˈʃæd.əʊ
an area of darkness, caused by light being blocked by something."
shake (verb),"ʃeɪk
to move backwards and forwards or up and down in quick, short movements, or to make something or someone do this."
shake (noun),"ʃeɪk
an act of shaking something."
shall (modal verb),"ʃæl
used instead of ""will"" when the subject is ""I"" or ""we""."
shallow (adjective),"ˈʃæl.əʊ
having only a short distance from the top to the bottom."
shallow (noun),"ˈʃæl.əʊ
the shallow part of an area of water."
shame (exclamation),"ʃeɪm
used to express disapproval of something that a public speaker is saying."
shame (verb),"ʃeɪm
to make someone feel ashamed, or to make someone or something lose honour and respect."
shame (noun),"ʃeɪm
If something is described as a shame, it is disappointing or not satisfactory."
shape (verb),"ʃeɪp
to decide or influence the form of something, especially a belief or idea, or someone's character."
shape (noun),"ʃeɪp
the particular physical form or appearance of something."
shaped (adjective),"ʃeɪpt
having a particular shape."
share (noun),"ʃeər
a part of something that has been divided between several people."
share (verb),"ʃeər
to have or use something at the same time as someone else."
shareholder (noun),"ˈʃeəˌhəʊl.dər
a person who owns shares in a company and therefore gets part of the company's profits and the right to vote on how the company is controlled."
sharp (noun),"ʃɑːp
(a symbol for) a note that is a semitone higher than the stated note."
sharp (adjective),"ʃɑːp
higher than the correct or stated musical note."
sharp (adverb),"ʃɑːp
suddenly or immediately."
sharp (adjective),"ʃɑːp
having a thin edge or point that can cut something or make a hole in something."
shatter (verb),"ˈʃæt.ər
to (cause something to) break suddenly into very small pieces."
she (noun),"ʃiː
a female."
she (pronoun),"ʃiː
used as the subject of a verb to refer to a woman, girl, or female animal that has already been mentioned."
shed (noun),"ʃed
a small building, usually made of wood, used for storing things."
